trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
104,False,"{'a': 0.01, 'e': 0.35345468195878016}",25,4,3.589441393427827,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
105,False,"{'a': 0.01, 'e': 0.3499377491111553}",20,10,14.080459768553194,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.01, 'e': 0.3464558103300574}",25,14,-39.63858890771906,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
107,False,"{'a': 0.01, 'e': 0.34300851741870664}",25,17,0.8563935303196339,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
108,False,"{'a': 0.01, 'e': 0.3395955256449391}",25,0,-47.54345404026026,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
109,False,"{'a': 0.01, 'e': 0.33621649370673334}",30,5,-2.9776054485309382,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.33287108369807955}",25,0,-43.941589706044454,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
111,False,"{'a': 0.01, 'e': 0.32955896107518906}",20,5,15.060601075424122,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.32627979462303947}",25,8,12.54032193439134,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.01, 'e': 0.3230332564222529}",20,0,19.449187765367565,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
114,False,"{'a': 0.01, 'e': 0.31981902181630384}",20,2,1.6729229331354167,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
115,False,"{'a': 0.01, 'e': 0.31663676937905316}",25,15,-4.945061730198514,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.01, 'e': 0.3134861808826053}",25,0,-60.42987326317633,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
117,False,"{'a': 0.01, 'e': 0.31036694126548503}",35,6,-79.24579983961164,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 2}",1
118,False,"{'a': 0.01, 'e': 0.30727873860113125}",20,12,-4.516806970548668,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.3042212640667041}",30,21,14.80369993609061,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.01, 'e': 0.30119421191220214}",25,14,4.495103298387372,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.2981972794298874}",25,0,27.44010897579535,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
122,False,"{'a': 0.01, 'e': 0.2952301669240142}",20,0,5.2943899537227574,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
123,False,"{'a': 0.01, 'e': 0.2922925776808594}",20,10,-6.166177221378307,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
124,False,"{'a': 0.01, 'e': 0.2893842179390506}",25,0,-103.90808421232143,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
125,False,"{'a': 0.01, 'e': 0.2865047968601901}",30,0,-46.180972892587185,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 2}",1
126,False,"{'a': 0.01, 'e': 0.2836540264997704}",20,8,-33.42198587221358,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
127,False,"{'a': 0.01, 'e': 0.2808316217783798}",20,4,1.9338582516702942,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
128,False,"{'a': 0.01, 'e': 0.27803730045319414}",20,7,-43.43204305157149,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
129,False,"{'a': 0.01, 'e': 0.27527078308975234}",35,21,21.589251283567208,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.2725317930340126}",30,1,10.273287499001311,"{0: 25, 1: 3, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.2698200563846868}",20,0,7.83044577888664,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
132,False,"{'a': 0.01, 'e': 0.26713530196585034}",20,7,8.921243134947407,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.01, 'e': 0.26447726129982396}",20,12,3.450121362449142,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.261845668580326}",25,19,2.8031199857280478,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.2592402606458915}",30,13,22.959493144192912,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.2566607769535559}",30,3,-34.38517437954907,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 1}",1
137,False,"{'a': 0.01, 'e': 0.25410695955280027}",20,0,-44.0071327883541,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
138,False,"{'a': 0.01, 'e': 0.25157855305975646}",20,1,9.705290407421732,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.24907530463166816}",35,15,-78.54098388153879,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",1
140,False,"{'a': 0.01, 'e': 0.24659696394160643}",35,15,-47.369249314757816,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
141,False,"{'a': 0.01, 'e': 0.2441432831534371}",20,7,7.145966975519453,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.24171401689703645}",20,9,-37.49059457890908,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
143,False,"{'a': 0.01, 'e': 0.23930892224375455}",20,5,22.552588990276654,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.23692775868212176}",20,0,9.238418107301381,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
145,False,"{'a': 0.01, 'e': 0.23457028809379765}",20,1,8.702574734425978,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.23223627472975883}",35,20,28.58735064656621,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.22992548518672384}",20,9,0.9689046654905735,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.22763768838381274}",20,0,-32.86138989640449,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
149,False,"{'a': 0.01, 'e': 0.22537265553943872}",20,0,-51.304411527830176,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
150,False,"{'a': 0.01, 'e': 0.22313016014842982}",25,15,14.182126750986566,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.2209099779593782}",20,0,-30.308354732813036,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
152,False,"{'a': 0.01, 'e': 0.21871188695221475}",20,15,9.145016927927132,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.21653566731600707}",20,3,26.001299670528486,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.21438110142697794}",25,11,20.800116103569255,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.21224797382674304}",25,0,11.632506383180948,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
156,False,"{'a': 0.01, 'e': 0.21013607120076472}",35,0,43.259751332802644,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
157,False,"{'a': 0.01, 'e': 0.20804518235702046}",25,0,-20.019859347274966,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
158,False,"{'a': 0.01, 'e': 0.20597509820488344}",30,4,35.75305393298509,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.20392561173421342}",25,6,16.483310858932676,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.01, 'e': 0.20189651799465538}",30,1,15.81285291120311,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.01, 'e': 0.1998876140751445}",25,0,-2.2790869649283887,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
162,False,"{'a': 0.01, 'e': 0.19789869908361465}",30,2,-18.934633084242407,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 1}",1
163,False,"{'a': 0.01, 'e': 0.19592957412690934}",20,5,-22.121647634004276,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
164,False,"{'a': 0.01, 'e': 0.19398004229089189}",20,0,-37.717013980390206,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
165,False,"{'a': 0.01, 'e': 0.19204990862075408}",30,15,25.16963609004832,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.01, 'e': 0.1901389801015205}",20,2,6.439935477524881,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
167,False,"{'a': 0.01, 'e': 0.1882470656387468}",25,0,21.863665310568205,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
168,False,"{'a': 0.01, 'e': 0.18637397603940997}",20,0,-33.102434484070706,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
169,False,"{'a': 0.01, 'e': 0.18451952399298926}",25,0,-35.868404634441866,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
170,False,"{'a': 0.01, 'e': 0.18268352405273466}",30,12,37.99558129397394,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.01, 'e': 0.1808657926171221}",20,0,-57.08066719072032,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
172,False,"{'a': 0.01, 'e': 0.17906614791149322}",20,0,4.387584275360103,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
173,False,"{'a': 0.01, 'e': 0.17728440996987782}",25,11,3.731639388667534,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.01, 'e': 0.17552040061699686}",25,16,10.364267690275835,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.17377394345044514}",20,10,-7.474134615527515,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
176,False,"{'a': 0.01, 'e': 0.17204486382305054}",20,6,-36.57365502259707,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
177,False,"{'a': 0.01, 'e': 0.17033298882540943}",35,22,-16.9467365130404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
178,False,"{'a': 0.01, 'e': 0.1686381472685955}",30,0,-64.48249900691202,"{0: 25, 1: 3, 2: 0, 3: 0, 4: 2}",0
179,False,"{'a': 0.01, 'e': 0.1669601696670407}",20,11,14.467833292823379,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.01, 'e': 0.16529888822158653}",25,10,-31.471165193309453,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
181,False,"{'a': 0.01, 'e': 0.16365413680270405}",30,0,-8.142883183557078,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
182,False,"{'a': 0.01, 'e': 0.16202575093388075}",20,12,6.682086373688408,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.01, 'e': 0.16041356777517274}",35,24,17.09222300209826,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.15881742610692068}",25,1,-10.305952452874907,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 0}",1
185,False,"{'a': 0.01, 'e': 0.1572371663136276}",20,1,27.316173754697147,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.01, 'e': 0.1556726303679973}",25,13,16.79806366022343,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.01, 'e': 0.1541236618151314}",30,0,14.844092035497837,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
188,False,"{'a': 0.01, 'e': 0.15259010575688386}",25,1,-46.36011929958977,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 2}",1
189,False,"{'a': 0.01, 'e': 0.15107180883637084}",20,2,22.896555105112608,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.14956861922263504}",30,22,-7.963121780055104,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
191,False,"{'a': 0.01, 'e': 0.14808038659546244}",30,21,11.901290269388712,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.14660696213035015}",25,0,8.57548808469913,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
193,False,"{'a': 0.01, 'e': 0.14514819848362373}",30,4,-16.738714669040977,"{0: 20, 1: 4, 2: 2, 3: 0, 4: 0}",1
194,False,"{'a': 0.01, 'e': 0.14370394977770293}",30,0,-63.997385010326475,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
195,False,"{'a': 0.01, 'e': 0.1422740715865136}",20,2,-17.361911388976154,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.01, 'e': 0.140858420921045}",20,0,-29.223571946156653,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
197,False,"{'a': 0.01, 'e': 0.13945685621505094}",25,8,5.331605970917998,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
198,False,"{'a': 0.01, 'e': 0.13806923731089282}",20,0,14.669145550261948,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
199,False,"{'a': 0.01, 'e': 0.13669542544552385}",20,2,10.907586701212473,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.1353352832366127}",25,12,-18.777894207053542,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.01, 'e': 0.13398867466880493}",25,0,29.432369097727634,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
202,False,"{'a': 0.01, 'e': 0.13265546508012172}",25,12,15.039439254101579,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.01, 'e': 0.13133552114849303}",20,10,13.490414898519791,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.01, 'e': 0.1300287108784259}",25,6,16.717520752890472,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.01, 'e': 0.12873490358780423}",25,7,26.430984271195115,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.12745396989482075}",20,14,9.861887818462051,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.12618578170503877}",30,18,11.626435513165955,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.01, 'e': 0.12493021219858241}",30,16,-17.251867606858134,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
209,False,"{'a': 0.01, 'e': 0.12368713581745483}",20,0,30.841876581363117,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
210,False,"{'a': 0.01, 'e': 0.1224564282529819}",25,0,15.731537147956967,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
211,False,"{'a': 0.01, 'e': 0.12123796643338168}",25,2,-23.45846279242714,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
212,False,"{'a': 0.01, 'e': 0.12003162851145673}",25,13,7.510914117798822,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.01, 'e': 0.11883729385240965}",25,0,35.38065848965443,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.01, 'e': 0.11765484302177918}",20,14,11.04407296925798,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.11648415777349697}",30,0,13.964288161206024,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
216,False,"{'a': 0.01, 'e': 0.11532512103806251}",20,0,25.009465588390412,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
217,False,"{'a': 0.01, 'e': 0.1141776169108365}",20,12,12.48099011027858,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.01, 'e': 0.11304153064044985}",30,18,-38.24771778528252,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
219,False,"{'a': 0.01, 'e': 0.11191674861732888}",25,1,28.39173892367248,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.11080315836233387}",25,9,-10.231143775222051,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
221,False,"{'a': 0.01, 'e': 0.10970064851551141}",30,13,-14.209356075042157,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
222,False,"{'a': 0.01, 'e': 0.10860910882495796}",20,12,-7.741304993322792,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
223,False,"{'a': 0.01, 'e': 0.10752843013579495}",20,0,26.966493057179612,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
224,False,"{'a': 0.01, 'e': 0.1064585043792528}",20,13,11.194663119552452,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.10539922456186433}",25,0,-11.883007181831156,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
226,False,"{'a': 0.01, 'e': 0.104350484754765}",20,13,11.455067752619385,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.01, 'e': 0.1033121800831002}",20,6,20.794937686866454,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.10228420671553744}",25,0,-12.549763741083172,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
229,False,"{'a': 0.01, 'e': 0.1012664618538834}",25,0,41.973995459169544,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
230,False,"{'a': 0.01, 'e': 0.1002588437228037}",25,0,21.645408757070584,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
231,False,"{'a': 0.01, 'e': 0.09926125155964566}",25,9,19.56088778774655,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.09827358560436154}",25,13,9.927601293308841,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.09729574708953276}",25,0,12.277999303597111,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
234,False,"{'a': 0.01, 'e': 0.09632763823049303}",20,0,11.406871277339988,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
235,False,"{'a': 0.01, 'e': 0.09536916221554961}",20,0,25.94780693325006,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.01, 'e': 0.09442022319630235}",25,15,21.003238786923394,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.09348072627805847}",30,12,31.11717117077854,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.09255057751034329}",30,13,18.26415715208072,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.01, 'e': 0.09162968387750484}",30,0,-11.92755445903841,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
240,False,"{'a': 0.01, 'e': 0.09071795328941251}",20,11,13.878853881895408,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.01, 'e': 0.08981529457224763}",20,13,11.196915472175359,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.01, 'e': 0.08892161745938634}",30,14,-0.8340635106113725,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
243,False,"{'a': 0.01, 'e': 0.08803683258237255}",30,11,18.044649890986577,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.01, 'e': 0.0871608514619813}",25,11,21.08554438751671,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.0862935864993705}",35,14,30.37332396731264,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.01, 'e': 0.08543495096732123}",25,0,33.17145300931399,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
247,False,"{'a': 0.01, 'e': 0.08458485900156469}",25,12,21.236961939020674,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.08374322559219596}",20,3,-11.217706771271603,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.01, 'e': 0.08290996657517266}",25,0,-74.27489373870218,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
250,False,"{'a': 0.01, 'e': 0.0820849986238988}",25,16,14.422691667658803,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.08126823924089167}",20,10,4.191250873022776,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.08045960674953244}",25,7,22.628961949975878,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.01, 'e': 0.07965902028589801}",25,0,6.674075616045949,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
254,False,"{'a': 0.01, 'e': 0.07886639979067495}",20,0,31.280222828790365,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.01, 'e': 0.07808166600115313}",20,0,21.79376488493301,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
256,False,"{'a': 0.01, 'e': 0.07730474044329974}",20,9,19.409298892190368,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.07653554542391151}",25,20,10.623234799677299,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.07577400402284548}",25,3,-9.084004104161712,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
259,False,"{'a': 0.01, 'e': 0.07502004008532698}",20,0,4.493905203390736,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
260,False,"{'a': 0.01, 'e': 0.07427357821433388}",20,0,17.378271297217267,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
261,False,"{'a': 0.01, 'e': 0.0735345437630571}",20,15,8.178499802719845,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.07280286282743559}",20,5,21.945133296168144,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.0720784622387661}",25,0,17.148447050487682,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
264,False,"{'a': 0.01, 'e': 0.07136126955638605}",25,15,19.731191447889977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.01, 'e': 0.0706512130604296}",20,0,27.682565517878086,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.01, 'e': 0.06994822174465536}",20,0,33.41588354019423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.01, 'e': 0.069252225309346}",30,18,17.731489939033573,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.06856315415427791}",20,8,19.392320391548044,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.06788093937176144}",20,0,21.12156020537726,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.01, 'e': 0.06720551273974976}",20,13,12.178800852757309,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.01, 'e': 0.06653680671501686}",35,0,25.762838085809342,"{0: 33, 1: 1, 2: 1, 3: 0, 4: 0}",0
272,False,"{'a': 0.01, 'e': 0.06587475442640295}",25,7,31.365459813119102,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.06521928966812753}",20,11,-23.66073691134763,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
274,False,"{'a': 0.01, 'e': 0.06457034689316847}",25,7,27.15936378325615,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.06392786120670757}",25,9,28.760486149466846,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.0632917683596407}",20,0,24.30899777108607,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
277,False,"{'a': 0.01, 'e': 0.06266200474215315}",25,0,-29.884539147047462,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",1
278,False,"{'a': 0.01, 'e': 0.06203850737735829}",25,17,15.791100973526289,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.06142121391500013}",30,22,5.946128455653106,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.06081006262521795}",25,0,28.564025963180825,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.01, 'e': 0.06020499239237354}",25,14,17.074312289814202,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.05960594270893937}",25,0,14.749076185875326,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
283,False,"{'a': 0.01, 'e': 0.05901285366944784}",20,5,27.326262583470907,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.01, 'e': 0.05842566596450083}",30,4,35.0443643575639,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.057844320874838456}",20,0,25.83600604976065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.01, 'e': 0.05726876026546736}",30,10,40.24443897458534,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.0566989265798469}",20,7,21.848826995482447,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.056134762834133725}",20,1,17.556203868736965,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
